drug,reaction,a,b,c,d,ROR,PRR
ENBREL,ARTHRITIS,2,205,27,4766,1.72,1.72
ENBREL,ARTHROPATHY,2,205,16,4777,2.91,2.89
ENBREL,ASPARTATE AMINOTRANSFERASE INCREASED,1,206,6,4787,3.87,3.86
ENBREL,BACK PAIN,1,206,26,4767,0.89,0.89
ENBREL,BALANCE DISORDER,1,206,5,4788,4.65,4.63
ENBREL,BASAL CELL CARCINOMA,1,206,6,4787,3.87,3.86
ENBREL,BLEPHAROSPASM,1,206,2,4791,11.63,11.58
ENBREL,BLINDNESS,1,206,4,4789,5.81,5.79
ENBREL,BLOOD PARATHYROID HORMONE DECREASED,1,206,5,4788,4.65,4.63
ENBREL,BREAST CANCER,1,206,2,4791,11.63,11.58
ENBREL,BREAST CANCER MALE,1,206,0,4793,,
ENBREL,BREATH SOUNDS ABNORMAL,1,206,8,4785,2.9,2.89
ENBREL,C-REACTIVE PROTEIN ABNORMAL,1,206,5,4788,4.65,4.63
ENBREL,C-REACTIVE PROTEIN INCREASED,1,206,7,4786,3.32,3.31
ENBREL,CARPAL TUNNEL DECOMPRESSION,1,206,0,4793,,
ENBREL,CATARACT,1,206,11,4782,2.11,2.1
ENBREL,CEREBRAL DISORDER,1,206,0,4793,,
ENBREL,CEREBROVASCULAR ACCIDENT,2,205,5,4788,9.34,9.26
ENBREL,CHOLECYSTECTOMY,1,206,0,4793,,
ENBREL,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,1,206,11,4782,2.11,2.1
ENBREL,COMA,1,206,3,4790,7.75,7.72
ENBREL,CONDITION AGGRAVATED,3,204,33,4760,2.12,2.1
ENBREL,CONTRAINDICATED PRODUCT ADMINISTERED,1,206,7,4786,3.32,3.31
ENBREL,COUGH,2,205,53,4740,0.87,0.87
ENBREL,DECREASED IMMUNE RESPONSIVENESS,1,206,1,4792,23.26,23.15
ENBREL,DEPRESSION,1,206,11,4782,2.11,2.1
ENBREL,DERMATITIS,1,206,3,4790,7.75,7.72
ENBREL,DRUG ERUPTION,1,206,5,4788,4.65,4.63
ENBREL,DRUG HYPERSENSITIVITY,4,203,33,4760,2.84,2.81
ENBREL,DRUG INEFFECTIVE,5,202,60,4733,1.95,1.93
ENBREL,DRUG INTOLERANCE,3,204,12,4781,5.86,5.79
ENBREL,DRUG TOLERANCE,1,206,4,4789,5.81,5.79
ENBREL,EAR INFECTION,1,206,8,4785,2.9,2.89
ENBREL,EAR TUBE INSERTION,1,206,0,4793,,
ENBREL,ERYTHEMA,2,205,17,4776,2.74,2.72
ENBREL,ESSENTIAL HYPERTENSION,1,206,0,4793,,
ENBREL,EXOSTOSIS,1,206,5,4788,4.65,4.63
ENBREL,EXPOSURE VIA BREAST MILK,2,205,0,4793,,
ENBREL,EYE DISORDER,1,206,5,4788,4.65,4.63
ENBREL,FALL,2,205,50,4743,0.93,0.93
ENBREL,FATIGUE,1,206,83,4710,0.28,0.28
ENBREL,FEELING ABNORMAL,1,206,23,4770,1.01,1.01
ENBREL,FINGER DEFORMITY,1,206,0,4793,,
ENBREL,FOOT DEFORMITY,1,206,3,4790,7.75,7.72
ENBREL,GAIT DISTURBANCE,1,206,20,4773,1.16,1.16
ENBREL,GALLBLADDER OPERATION,2,205,0,4793,,
ENBREL,GASTROINTESTINAL DISORDER,2,205,16,4777,2.91,2.89
ENBREL,GASTROOESOPHAGEAL REFLUX DISEASE,1,206,8,4785,2.9,2.89
ENBREL,GRANULOMA SKIN,1,206,4,4789,5.81,5.79
ENBREL,HEADACHE,1,206,50,4743,0.46,0.46
ENBREL,HEPATIC ENZYME INCREASED,1,206,11,4782,2.11,2.1
ENBREL,HEPATITIS,1,206,6,4787,3.87,3.86
ENBREL,HERPES ZOSTER,1,206,8,4785,2.9,2.89
ENBREL,HYPERCALCAEMIA,1,206,5,4788,4.65,4.63
ENBREL,HYPERHIDROSIS,1,206,13,4780,1.78,1.78
ENBREL,HYPERSENSITIVITY,1,206,25,4768,0.93,0.93
ENBREL,HYPERTENSION,2,205,25,4768,1.86,1.85
ENBREL,ILL-DEFINED DISORDER,1,206,6,4787,3.87,3.86
ENBREL,INCREASED TENDENCY TO BRUISE,1,206,0,4793,,
ENBREL,INFLAMMATION,1,206,12,4781,1.93,1.93
ENBREL,INFUSION RELATED REACTION,1,206,12,4781,1.93,1.93
ENBREL,INJECTION SITE PAIN,1,206,14,4779,1.66,1.65
ENBREL,INJECTION SITE RASH,1,206,1,4792,23.26,23.15
ENBREL,INJECTION SITE REACTION,1,206,2,4791,11.63,11.58
ENBREL,INSOMNIA,2,205,33,4760,1.41,1.4
ENBREL,JOINT DESTRUCTION,1,206,0,4793,,
ENBREL,JOINT SWELLING,1,206,24,4769,0.96,0.96
ENBREL,JOINT WARMTH,1,206,1,4792,23.26,23.15
ENBREL,LEUKAEMIA,1,206,1,4792,23.26,23.15
ENBREL,LIVER DISORDER,1,206,2,4791,11.63,11.58
ENBREL,LOCAL REACTION,1,206,1,4792,23.26,23.15
ENBREL,LOSS OF CONSCIOUSNESS,1,206,4,4789,5.81,5.79
ENBREL,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,3,204,9,4784,7.82,7.72
ENBREL,LUMBAR SPINAL STENOSIS,1,206,1,4792,23.26,23.15
ENBREL,LUMBAR VERTEBRAL FRACTURE,1,206,0,4793,,
ENBREL,MEMORY IMPAIRMENT,1,206,14,4779,1.66,1.65
ENBREL,MENISCUS INJURY,1,206,2,4791,11.63,11.58
ENBREL,MUSCULOSKELETAL STIFFNESS,1,206,12,4781,1.93,1.93
ENBREL,MYOCARDIAL INFARCTION,1,206,4,4789,5.81,5.79
ENBREL,NAUSEA,1,206,49,4744,0.47,0.47
ENBREL,NECK PAIN,1,206,6,4787,3.87,3.86
ENBREL,NEOPLASM SKIN,1,206,1,4792,23.26,23.15
ENBREL,NEPHROLITHIASIS,1,206,4,4789,5.81,5.79
ENBREL,OBESITY,1,206,8,4785,2.9,2.89
ENBREL,ONYCHOLYSIS,1,206,0,4793,,
ENBREL,ONYCHOMADESIS,1,206,0,4793,,
ENBREL,OPEN FRACTURE,1,206,0,4793,,
ENBREL,OSTEOARTHRITIS,1,206,14,4779,1.66,1.65
ENBREL,OSTEOPENIA,1,206,5,4788,4.65,4.63
ENBREL,OSTEOPOROSIS,1,206,6,4787,3.87,3.86
ENBREL,OTORRHOEA,1,206,1,4792,23.26,23.15
ENBREL,PAIN,6,201,56,4737,2.53,2.48
ENBREL,PANCREATOLITHIASIS,1,206,0,4793,,
ENBREL,PANNICULITIS,1,206,5,4788,4.65,4.63
ENBREL,PAPULE,1,206,2,4791,11.63,11.58
ENBREL,PERIPHERAL SWELLING,2,205,26,4767,1.79,1.78
ENBREL,PNEUMONIA,1,206,47,4746,0.49,0.49
ENBREL,PNEUMOTHORAX,1,206,4,4789,5.81,5.79
ENBREL,POST PROCEDURAL INFECTION,1,206,1,4792,23.26,23.15
ENBREL,POSTURE ABNORMAL,1,206,0,4793,,
ENBREL,PRESCRIBED UNDERDOSE,1,206,6,4787,3.87,3.86
ENBREL,PRODUCT USE IN UNAPPROVED INDICATION,1,206,19,4774,1.22,1.22
ENBREL,PROSTATE CANCER,2,205,3,4790,15.58,15.44
ENBREL,PRURITUS,1,206,30,4763,0.77,0.77
ENBREL,PSORIASIS,2,205,9,4784,5.19,5.15
ENBREL,PSORIATIC ARTHROPATHY,2,205,1,4792,46.75,46.31
ENBREL,PSYCHOMOTOR HYPERACTIVITY,1,206,0,4793,,
ENBREL,PULMONARY FIBROSIS,1,206,6,4787,3.87,3.86
ENBREL,RASH,2,205,27,4766,1.72,1.72
ENBREL,RASH MACULAR,1,206,1,4792,23.26,23.15
ENBREL,RASH PRURITIC,1,206,5,4788,4.65,4.63
ENBREL,RED BLOOD CELL SEDIMENTATION RATE INCREASED,1,206,8,4785,2.9,2.89
ENBREL,RENAL DISORDER,2,205,3,4790,15.58,15.44
ENBREL,RESPIRATORY SYNCYTIAL VIRUS INFECTION,1,206,1,4792,23.26,23.15
ENBREL,RESTLESS LEGS SYNDROME,1,206,0,4793,,
ENBREL,RHEUMATOID ARTHRITIS,6,201,25,4768,5.69,5.56
ENBREL,RHEUMATOID FACTOR POSITIVE,1,206,5,4788,4.65,4.63
ENBREL,RHEUMATOID NODULE,1,206,5,4788,4.65,4.63
ENBREL,RHINORRHOEA,1,206,13,4780,1.78,1.78
ENBREL,RIB FRACTURE,1,206,5,4788,4.65,4.63
ENBREL,SCAB,1,206,4,4789,5.81,5.79
ENBREL,SINUSITIS,1,206,23,4770,1.01,1.01
ENBREL,SKIN EXFOLIATION,1,206,2,4791,11.63,11.58
ENBREL,SKIN NECROSIS,1,206,4,4789,5.81,5.79
ENBREL,SKIN NEOPLASM EXCISION,1,206,1,4792,23.26,23.15
ENBREL,SKIN ULCER,1,206,10,4783,2.32,2.32
ENBREL,SPINAL COMPRESSION FRACTURE,1,206,1,4792,23.26,23.15
ENBREL,SPINAL FRACTURE,1,206,3,4790,7.75,7.72
ENBREL,SPINAL OPERATION,1,206,3,4790,7.75,7.72
ENBREL,SPINAL PAIN,1,206,1,4792,23.26,23.15
ENBREL,STRESS,1,206,17,4776,1.36,1.36
ENBREL,SURGERY,1,206,1,4792,23.26,23.15
ENBREL,SWELLING,1,206,10,4783,2.32,2.32
ENBREL,SYNOVITIS,1,206,7,4786,3.32,3.31
ENBREL,TENOLYSIS,1,206,0,4793,,
ENBREL,TENOPLASTY,1,206,0,4793,,
ENBREL,THERAPEUTIC PRODUCT EFFECT DECREASED,1,206,15,4778,1.55,1.54
ENBREL,THERAPEUTIC PRODUCT EFFECT INCOMPLETE,2,205,9,4784,5.19,5.15
ENBREL,THERAPY INTERRUPTED,3,204,0,4793,,
ENBREL,THROMBOSIS,1,206,3,4790,7.75,7.72
ENBREL,TOOTH INFECTION,1,206,5,4788,4.65,4.63
ENBREL,TREATMENT FAILURE,2,205,12,4781,3.89,3.86
ENBREL,TREMOR,1,206,6,4787,3.87,3.86
ENBREL,TYPE V HYPERLIPIDAEMIA,1,206,1,4792,23.26,23.15
ENBREL,ULCER,1,206,6,4787,3.87,3.86
ENBREL,UPPER LIMB FRACTURE,1,206,5,4788,4.65,4.63
ENBREL,URINARY INCONTINENCE,1,206,3,4790,7.75,7.72
ENBREL,URTICARIA,1,206,18,4775,1.29,1.29
ENBREL,UTERINE PROLAPSE,1,206,0,4793,,
ENBREL,VERTIGO,1,206,6,4787,3.87,3.86
ENBREL,VISUAL ACUITY REDUCED,1,206,3,4790,7.75,7.72
ENBREL,VISUAL IMPAIRMENT,1,206,9,4784,2.58,2.57
ENBREL,VOMITING,1,206,36,4757,0.64,0.64
ENBREL,WEIGHT DECREASED,1,206,61,4732,0.38,0.38
ERIVEDGE,ALOPECIA,1,9,15,4975,36.85,33.27
ERIVEDGE,ARTHROPATHY,1,9,17,4973,32.5,29.35
ERIVEDGE,BASAL CELL CARCINOMA,1,9,6,4984,92.3,83.17
ERIVEDGE,FALL,1,9,51,4939,10.76,9.78
ERIVEDGE,GASTROINTESTINAL DISORDER,1,9,17,4973,32.5,29.35
ERIVEDGE,IMPAIRED HEALING,1,9,4,4986,138.5,124.75
ERIVEDGE,MOOD SWINGS,1,9,1,4989,554.33,499.0
ERIVEDGE,UPPER LIMB FRACTURE,1,9,5,4985,110.78,99.8
ERIVEDGE,VITAMIN D DEFICIENCY,1,9,1,4989,554.33,499.0
ERIVEDGE,WEIGHT DECREASED,1,9,61,4929,8.98,8.18
ERYTHROMYCIN,ACUTE HEPATIC FAILURE,1,2,4,4993,624.13,416.42
ERYTHROMYCIN,DRUG HYPERSENSITIVITY,1,2,36,4961,68.9,46.27
ERYTHROMYCIN,HEPATIC ENCEPHALOPATHY,1,2,4,4993,624.13,416.42
ETANERCEPT,DRUG HYPERSENSITIVITY,1,0,36,4963,,138.86
FONDAPARINUX,ACUTE KIDNEY INJURY,1,9,9,4981,61.49,55.44
FONDAPARINUX,BACTERIAL SEPSIS,1,9,0,4990,,
FONDAPARINUX,DEATH,1,9,3,4987,184.7,166.33
FONDAPARINUX,DEEP VEIN THROMBOSIS,1,9,2,4988,277.11,249.5
FONDAPARINUX,DRUG-INDUCED LIVER INJURY,1,9,2,4988,277.11,249.5
FONDAPARINUX,FEBRILE BONE MARROW APLASIA,1,9,0,4990,,
FONDAPARINUX,HAEMATOMA,1,9,2,4988,277.11,249.5
FONDAPARINUX,MELAENA,1,9,0,4990,,
FONDAPARINUX,RESPIRATORY DISORDER,1,9,4,4986,138.5,124.75
FONDAPARINUX,SEPTIC SHOCK,1,9,3,4987,184.7,166.33
FUROSEMIDE,ANAEMIA,1,17,13,4969,22.48,21.29
FUROSEMIDE,ANGINA PECTORIS,1,17,6,4976,48.78,46.13
FUROSEMIDE,CARDIAC FAILURE,1,17,5,4977,58.55,55.36
FUROSEMIDE,CONDITION AGGRAVATED,1,17,35,4947,8.31,7.91
FUROSEMIDE,CONTUSION,1,17,18,4964,16.22,15.38
FUROSEMIDE,DRUG INTERACTION,1,17,12,4970,24.36,23.06
FUROSEMIDE,FLUID RETENTION,1,17,7,4975,41.81,39.54
FUROSEMIDE,HYPOTENSION,1,17,25,4957,11.66,11.07
FUROSEMIDE,OEDEMA PERIPHERAL,1,17,12,4970,24.36,23.06
FUROSEMIDE,PRESYNCOPE,1,17,6,4976,48.78,46.13
FUROSEMIDE,PSORIASIS,1,17,10,4972,29.25,27.68
FUROSEMIDE,PULMONARY OEDEMA,1,17,9,4973,32.5,30.75
FUROSEMIDE,RETINAL PHOTOTOXICITY,1,17,0,4982,,
FUROSEMIDE,VENTRICULAR DYSFUNCTION,1,17,4,4978,73.21,69.19
FUROSEMIDE,VISUAL ACUITY REDUCED,1,17,3,4979,97.63,92.26
FUROSEMIDE,VISUAL FIELD DEFECT,1,17,0,4982,,
FUROSEMIDE,VISUAL IMPAIRMENT,1,17,9,4973,32.5,30.75
GEMCITABINE,STEATOHEPATITIS,1,0,0,4999,,
GILENYA,ACANTHOMA,1,4,0,4995,,
GILENYA,HAEMORRHAGE,1,4,12,4983,103.81,83.25
GILENYA,INFLAMMATION,1,4,12,4983,103.81,83.25
GILENYA,PAPULE,1,4,2,4993,624.13,499.5
GILENYA,SCAB,1,4,4,4991,311.94,249.75
GLYCOPYRROLATE,AGEUSIA,1,68,3,4928,24.16,23.82
GLYCOPYRROLATE,ANGINA PECTORIS,1,68,6,4925,12.07,11.91
GLYCOPYRROLATE,ANOSMIA,1,68,3,4928,24.16,23.82
GLYCOPYRROLATE,ASTHENIA,1,68,32,4899,2.25,2.23
GLYCOPYRROLATE,ASTHMA,2,67,46,4885,3.17,3.11
GLYCOPYRROLATE,BACK PAIN,1,68,26,4905,2.77,2.75
GLYCOPYRROLATE,BLOOD IMMUNOGLOBULIN E INCREASED,1,68,6,4925,12.07,11.91
GLYCOPYRROLATE,BLOOD PRESSURE SYSTOLIC INCREASED,1,68,22,4909,3.28,3.25
GLYCOPYRROLATE,CHEST DISCOMFORT,2,67,16,4915,9.17,8.93
GLYCOPYRROLATE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,1,68,11,4920,6.58,6.5
GLYCOPYRROLATE,COUGH,2,67,53,4878,2.75,2.7
GLYCOPYRROLATE,DECREASED ACTIVITY,1,68,3,4928,24.16,23.82
GLYCOPYRROLATE,DIABETES MELLITUS,2,67,9,4922,16.33,15.88
GLYCOPYRROLATE,DISCOMFORT,1,68,12,4919,6.03,5.96
GLYCOPYRROLATE,DRUG HYPERSENSITIVITY,1,68,36,4895,2.0,1.99
GLYCOPYRROLATE,DRUG INEFFECTIVE,1,68,64,4867,1.12,1.12
GLYCOPYRROLATE,DUST ALLERGY,1,68,1,4930,72.5,71.46
GLYCOPYRROLATE,DYSPNOEA,2,67,58,4873,2.51,2.46
GLYCOPYRROLATE,DYSPNOEA AT REST,1,68,3,4928,24.16,23.82
GLYCOPYRROLATE,DYSPNOEA EXERTIONAL,1,68,9,4922,8.04,7.94
GLYCOPYRROLATE,EXOSTOSIS,1,68,5,4926,14.49,14.29
GLYCOPYRROLATE,FATIGUE,1,68,83,4848,0.86,0.86
GLYCOPYRROLATE,FEV1/FVC RATIO DECREASED,1,68,3,4928,24.16,23.82
GLYCOPYRROLATE,FORCED EXPIRATORY VOLUME DECREASED,2,67,27,4904,5.42,5.29
GLYCOPYRROLATE,FORCED VITAL CAPACITY DECREASED,1,68,10,4921,7.24,7.15
GLYCOPYRROLATE,HEPATIC CANCER,1,68,1,4930,72.5,71.46
GLYCOPYRROLATE,HYPERTENSION,1,68,26,4905,2.77,2.75
GLYCOPYRROLATE,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,1,68,35,4896,2.06,2.04
GLYCOPYRROLATE,INCORRECT DOSE ADMINISTERED,1,68,15,4916,4.82,4.76
GLYCOPYRROLATE,INJECTION SITE RASH,1,68,1,4930,72.5,71.46
GLYCOPYRROLATE,INSPIRATORY CAPACITY DECREASED,1,68,1,4930,72.5,71.46
GLYCOPYRROLATE,INTERVERTEBRAL DISC PROTRUSION,1,68,4,4927,18.11,17.87
GLYCOPYRROLATE,LUNG DIFFUSION TEST ABNORMAL,1,68,0,4931,,
GLYCOPYRROLATE,MIDDLE INSOMNIA,1,68,22,4909,3.28,3.25
GLYCOPYRROLATE,NEOPLASM MALIGNANT,1,68,7,4924,10.34,10.21
GLYCOPYRROLATE,OBESITY,1,68,8,4923,9.05,8.93
GLYCOPYRROLATE,OBSTRUCTIVE AIRWAYS DISORDER,2,67,23,4908,6.37,6.21
GLYCOPYRROLATE,PICKWICKIAN SYNDROME,1,68,0,4931,,
GLYCOPYRROLATE,PNEUMONIA,1,68,47,4884,1.53,1.52
GLYCOPYRROLATE,PRODUCT SUPPLY ISSUE,1,68,1,4930,72.5,71.46
GLYCOPYRROLATE,PRODUCT USE IN UNAPPROVED INDICATION,1,68,19,4912,3.8,3.76
GLYCOPYRROLATE,PRODUCTIVE COUGH,1,68,21,4910,3.44,3.4
GLYCOPYRROLATE,PULMONARY MASS,1,68,4,4927,18.11,17.87
GLYCOPYRROLATE,RASH PUSTULAR,1,68,0,4931,,
GLYCOPYRROLATE,RESPIRATORY DISTRESS,1,68,5,4926,14.49,14.29
GLYCOPYRROLATE,RESTRICTIVE PULMONARY DISEASE,1,68,1,4930,72.5,71.46
GLYCOPYRROLATE,SCAB,1,68,4,4927,18.11,17.87
GLYCOPYRROLATE,SENSITIVITY TO WEATHER CHANGE,1,68,10,4921,7.24,7.15
GLYCOPYRROLATE,SLEEP APNOEA SYNDROME,1,68,7,4924,10.34,10.21
GLYCOPYRROLATE,SLEEP DISORDER,1,68,8,4923,9.05,8.93
GLYCOPYRROLATE,SMOKE SENSITIVITY,1,68,2,4929,36.24,35.73
GLYCOPYRROLATE,STRESS,1,68,17,4914,4.25,4.2
GLYCOPYRROLATE,THROAT CLEARING,1,68,2,4929,36.24,35.73
GLYCOPYRROLATE,TOTAL LUNG CAPACITY DECREASED,1,68,1,4930,72.5,71.46
GLYCOPYRROLATE,UPPER-AIRWAY COUGH SYNDROME,1,68,2,4929,36.24,35.73
GLYCOPYRROLATE,URTICARIA,1,68,18,4913,4.01,3.97
GLYCOPYRROLATE,WEIGHT DECREASED,1,68,61,4870,1.17,1.17
GLYCOPYRROLATE,WEIGHT INCREASED,1,68,47,4884,1.53,1.52
GLYCOPYRROLATE,WHEEZING,2,67,26,4905,5.63,5.5
GLYCOPYRROLATE,WHITE BLOOD CELL COUNT INCREASED,1,68,7,4924,10.34,10.21
GLYCOPYRROLATE,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,1,68,19,4912,3.8,3.76
HUMALOG,ANKLE FRACTURE,1,24,1,4974,207.25,199.0
HUMALOG,ASTHENIA,1,24,32,4943,6.44,6.22
HUMALOG,BLOOD GLUCOSE DECREASED,1,24,3,4972,69.06,66.33
HUMALOG,BLOOD GLUCOSE INCREASED,1,24,4,4971,51.78,49.75
HUMALOG,BLOOD PRESSURE INCREASED,1,24,36,4939,5.72,5.53
HUMALOG,CEREBROVASCULAR ACCIDENT,1,24,6,4969,34.51,33.17
HUMALOG,CHEST DISCOMFORT,1,24,17,4958,12.15,11.71
HUMALOG,DIZZINESS,1,24,38,4937,5.41,5.24
HUMALOG,EAR DISCOMFORT,1,24,2,4973,103.6,99.5
HUMALOG,FALL,1,24,51,4924,4.02,3.9
HUMALOG,FEMUR FRACTURE,1,24,0,4975,,
HUMALOG,GAIT INABILITY,1,24,6,4969,34.51,33.17
HUMALOG,HEMIPLEGIA,1,24,2,4973,103.6,99.5
HUMALOG,HIP FRACTURE,1,24,0,4975,,
HUMALOG,INTENTIONAL PRODUCT MISUSE,1,24,8,4967,25.87,24.88
HUMALOG,LOCALISED INFECTION,1,24,6,4969,34.51,33.17
HUMALOG,MUSCULAR WEAKNESS,1,24,11,4964,18.8,18.09
HUMALOG,MYOCARDIAL INFARCTION,1,24,4,4971,51.78,49.75
HUMALOG,PRESYNCOPE,1,24,6,4969,34.51,33.17
HUMALOG,STRESS,1,24,17,4958,12.15,11.71
HUMALOG,TOOTH INFECTION,1,24,5,4970,41.42,39.8
HUMALOG,TOOTH INJURY,1,24,0,4975,,
HUMALOG,TOOTHACHE,1,24,3,4972,69.06,66.33
HUMALOG,UPPER-AIRWAY COUGH SYNDROME,1,24,2,4973,103.6,99.5
HUMALOG,VISION BLURRED,1,24,12,4963,17.23,16.58
HUMAN C1-ESTERASE INHIBITOR,ABDOMINAL PAIN,1,27,26,4946,7.05,6.83
HUMAN C1-ESTERASE INHIBITOR,CATHETER SITE PAIN,1,27,1,4971,184.11,177.57
HUMAN C1-ESTERASE INHIBITOR,DEVICE DISLOCATION,1,27,1,4971,184.11,177.57
HUMAN C1-ESTERASE INHIBITOR,DEVICE RELATED INFECTION,1,27,0,4972,,
HUMAN C1-ESTERASE INHIBITOR,DEVICE RELATED SEPSIS,1,27,2,4970,92.04,88.79
HUMAN C1-ESTERASE INHIBITOR,DISCOMFORT,1,27,12,4960,15.31,14.8
HUMAN C1-ESTERASE INHIBITOR,FEELING ABNORMAL,1,27,23,4949,7.97,7.72
HUMAN C1-ESTERASE INHIBITOR,GASTROINTESTINAL DISORDER,1,27,17,4955,10.8,10.45
HUMAN C1-ESTERASE INHIBITOR,HEREDITARY ANGIOEDEMA,3,25,7,4965,85.11,76.1
HUMAN C1-ESTERASE INHIBITOR,HOT FLUSH,1,27,2,4970,92.04,88.79
HUMAN C1-ESTERASE INHIBITOR,HYPERHIDROSIS,1,27,13,4959,14.13,13.66
HUMAN C1-ESTERASE INHIBITOR,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,3,25,33,4939,17.96,16.14
HUMAN C1-ESTERASE INHIBITOR,INFUSION SITE DISCHARGE,1,27,0,4972,,
HUMAN C1-ESTERASE INHIBITOR,INFUSION SITE SWELLING,1,27,1,4971,184.11,177.57
HUMAN C1-ESTERASE INHIBITOR,INFUSION SITE WARMTH,1,27,0,4972,,
HUMAN C1-ESTERASE INHIBITOR,INJECTION SITE BRUISING,1,27,6,4966,30.65,29.6
HUMAN C1-ESTERASE INHIBITOR,PRESCRIBED OVERDOSE,1,27,1,4971,184.11,177.57
HUMAN C1-ESTERASE INHIBITOR,SEPSIS,1,27,7,4965,26.27,25.37
HUMAN C1-ESTERASE INHIBITOR,TRACHEOSTOMY INFECTION,1,27,0,4972,,
HUMAN C1-ESTERASE INHIBITOR,VASCULAR DEVICE INFECTION,1,27,1,4971,184.11,177.57
HUMAN C1-ESTERASE INHIBITOR,VOMITING,1,27,36,4936,5.08,4.93
HUMAN C1-ESTERASE INHIBITOR,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,1,27,19,4953,9.65,9.35
HUMAN IMMUNOGLOBULIN G,BRONCHITIS,1,7,21,4971,33.82,29.71
HUMAN IMMUNOGLOBULIN G,HYPOPHAGIA,1,7,4,4988,178.14,156.0
HUMAN IMMUNOGLOBULIN G,PRODUCT ADMINISTRATION ERROR,1,7,2,4990,356.43,312.0
HUMAN IMMUNOGLOBULIN G,PRODUCT USE COMPLAINT,1,7,0,4992,,
HUMAN IMMUNOGLOBULIN G,PRODUCT USE IN UNAPPROVED INDICATION,1,7,19,4973,37.39,32.84
HUMAN IMMUNOGLOBULIN G,RHEUMATOID ARTHRITIS,1,7,30,4962,23.63,20.8
HUMAN IMMUNOGLOBULIN G,SINUSITIS,1,7,23,4969,30.86,27.13
HUMAN IMMUNOGLOBULIN G,VIRAL INFECTION,1,7,7,4985,101.73,89.14
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,ARTHRALGIA,1,6,51,4942,16.15,13.99
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,HERPES ZOSTER,1,6,8,4985,103.85,89.16
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,INJECTION SITE REACTION,1,6,2,4991,415.92,356.64
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,MALAISE,1,6,51,4942,16.15,13.99
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,MYALGIA,1,6,17,4976,48.78,41.96
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,PNEUMONIA,1,6,47,4946,17.54,15.18
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,SINUSITIS,1,6,23,4970,36.01,31.01
HUMIRA,ABDOMINAL ADHESIONS,1,62,0,4937,,
HUMIRA,ABDOMINAL DISCOMFORT,1,62,10,4927,7.95,7.84
HUMIRA,ACUTE KIDNEY INJURY,2,61,8,4929,20.2,19.59
HUMIRA,ANAEMIA,1,62,13,4924,6.11,6.03
HUMIRA,ANURIA,1,62,1,4936,79.61,78.37
HUMIRA,AORTIC ARTERIOSCLEROSIS,1,62,0,4937,,
HUMIRA,AORTIC VALVE STENOSIS,1,62,0,4937,,
HUMIRA,APLASTIC ANAEMIA,1,62,0,4937,,
HUMIRA,ARTERIAL HAEMORRHAGE,1,62,0,4937,,
HUMIRA,ARTHRALGIA,2,61,50,4887,3.2,3.13
HUMIRA,CARDIOGENIC SHOCK,1,62,1,4936,79.61,78.37
HUMIRA,CARDIOVASCULAR DISORDER,1,62,0,4937,,
HUMIRA,CORONARY ARTERY DISEASE,1,62,2,4935,39.8,39.18
HUMIRA,DECREASED APPETITE,1,62,16,4921,4.96,4.9
HUMIRA,DEEP VEIN THROMBOSIS,1,62,2,4935,39.8,39.18
HUMIRA,DIVERTICULUM INTESTINAL,1,62,0,4937,,
HUMIRA,DRUG INEFFECTIVE,1,62,64,4873,1.23,1.22
HUMIRA,DYSPEPSIA,1,62,2,4935,39.8,39.18
HUMIRA,DYSPNOEA,1,62,59,4878,1.33,1.33
HUMIRA,ERUCTATION,1,62,0,4937,,
HUMIRA,ESCHERICHIA INFECTION,1,62,0,4937,,
HUMIRA,FAECALOMA,1,62,2,4935,39.8,39.18
HUMIRA,FALL,1,62,51,4886,1.55,1.54
HUMIRA,FEMORAL HERNIA INCARCERATED,1,62,0,4937,,
HUMIRA,GAIT DISTURBANCE,1,62,20,4917,3.97,3.92
HUMIRA,GASTROINTESTINAL HAEMORRHAGE,1,62,5,4932,15.91,15.67
HUMIRA,GENERAL PHYSICAL HEALTH DETERIORATION,1,62,7,4930,11.36,11.2
HUMIRA,GROIN PAIN,1,62,3,4934,26.53,26.12
HUMIRA,HAEMARTHROSIS,1,62,1,4936,79.61,78.37
HUMIRA,HAEMATURIA,1,62,2,4935,39.8,39.18
HUMIRA,HEPATIC CYST,1,62,1,4936,79.61,78.37
