drug,reaction,a,b,c,d,ROR,PRR
RITUXAN,BREATH SOUNDS ABNORMAL,1,159,8,4832,3.8,3.78
RITUXAN,BRONCHITIS,1,159,21,4819,1.44,1.44
RITUXAN,BURNING SENSATION,1,159,2,4838,15.21,15.13
RITUXAN,C-REACTIVE PROTEIN INCREASED,1,159,7,4833,4.34,4.32
RITUXAN,CATARACT,1,159,11,4829,2.76,2.75
RITUXAN,CHOLELITHIASIS,1,159,0,4840,,
RITUXAN,CLOSTRIDIUM DIFFICILE INFECTION,1,159,3,4837,10.14,10.08
RITUXAN,CONDITION AGGRAVATED,1,159,35,4805,0.86,0.86
RITUXAN,CONSTIPATION,1,159,13,4827,2.34,2.33
RITUXAN,CONTRAINDICATED PRODUCT ADMINISTERED,1,159,7,4833,4.34,4.32
RITUXAN,COUGH,2,158,53,4787,1.14,1.14
RITUXAN,CYST,1,159,1,4839,30.43,30.25
RITUXAN,DEAFNESS,1,159,5,4835,6.08,6.05
RITUXAN,DIARRHOEA,1,159,42,4798,0.72,0.72
RITUXAN,DISCOMFORT,1,159,12,4828,2.53,2.52
RITUXAN,DRUG ERUPTION,1,159,5,4835,6.08,6.05
RITUXAN,DRUG HYPERSENSITIVITY,1,159,36,4804,0.84,0.84
RITUXAN,DRUG INEFFECTIVE,2,158,63,4777,0.96,0.96
RITUXAN,DRUG INTOLERANCE,1,159,14,4826,2.17,2.16
RITUXAN,DRUG TOLERANCE DECREASED,1,159,2,4838,15.21,15.13
RITUXAN,DRY MOUTH,1,159,7,4833,4.34,4.32
RITUXAN,DYSPNOEA,2,158,58,4782,1.04,1.04
RITUXAN,DYSURIA,1,159,2,4838,15.21,15.13
RITUXAN,EAR DRYNESS,1,159,0,4840,,
RITUXAN,EAR INFECTION,1,159,8,4832,3.8,3.78
RITUXAN,ERYTHEMA,1,159,18,4822,1.68,1.68
RITUXAN,EYELID PTOSIS,1,159,0,4840,,
RITUXAN,FAECALOMA,1,159,2,4838,15.21,15.13
RITUXAN,FAECES DISCOLOURED,1,159,1,4839,30.43,30.25
RITUXAN,FALL,2,158,50,4790,1.21,1.21
RITUXAN,FATIGUE,3,157,81,4759,1.12,1.12
RITUXAN,GASTROENTERITIS,1,159,4,4836,7.6,7.56
RITUXAN,GRANULOMA SKIN,1,159,4,4836,7.6,7.56
RITUXAN,HEAD INJURY,1,159,0,4840,,
RITUXAN,HEADACHE,3,157,48,4792,1.91,1.89
RITUXAN,HEART RATE INCREASED,2,158,17,4823,3.59,3.56
RITUXAN,HEPATIC ENZYME INCREASED,1,159,11,4829,2.76,2.75
RITUXAN,HEPATITIS,1,159,6,4834,5.07,5.04
RITUXAN,HYPERCALCAEMIA,1,159,5,4835,6.08,6.05
RITUXAN,HYPERSENSITIVITY,1,159,25,4815,1.21,1.21
RITUXAN,HYPERTENSION,2,158,25,4815,2.44,2.42
RITUXAN,HYPOAESTHESIA,2,158,11,4829,5.56,5.5
RITUXAN,ILL-DEFINED DISORDER,1,159,6,4834,5.07,5.04
RITUXAN,IMMUNODEFICIENCY,1,159,2,4838,15.21,15.13
RITUXAN,IMMUNOGLOBULINS DECREASED,1,159,0,4840,,
RITUXAN,INFLAMMATION,1,159,12,4828,2.53,2.52
RITUXAN,INFLUENZA,1,159,35,4805,0.86,0.86
RITUXAN,INFUSION RELATED REACTION,3,157,10,4830,9.23,9.07
RITUXAN,INSOMNIA,2,158,33,4807,1.84,1.83
RITUXAN,JOINT SWELLING,2,158,23,4817,2.65,2.63
RITUXAN,LIVER FUNCTION TEST ABNORMAL,1,159,2,4838,15.21,15.13
RITUXAN,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,1,159,11,4829,2.76,2.75
RITUXAN,LUNG DISORDER,1,159,3,4837,10.14,10.08
RITUXAN,MALAISE,1,159,51,4789,0.59,0.59
RITUXAN,MASS,1,159,1,4839,30.43,30.25
RITUXAN,MASTITIS,1,159,0,4840,,
RITUXAN,MEDICATION ERROR,1,159,3,4837,10.14,10.08
RITUXAN,MOBILITY DECREASED,1,159,11,4829,2.76,2.75
RITUXAN,MUSCULAR WEAKNESS,1,159,11,4829,2.76,2.75
RITUXAN,MUSCULOSKELETAL STIFFNESS,1,159,12,4828,2.53,2.52
RITUXAN,NASOPHARYNGITIS,1,159,59,4781,0.51,0.51
RITUXAN,NAUSEA,1,159,49,4791,0.61,0.62
RITUXAN,NEUROMYELITIS OPTICA SPECTRUM DISORDER,1,159,0,4840,,
RITUXAN,ORAL HERPES,1,159,0,4840,,
RITUXAN,OROPHARYNGEAL PAIN,1,159,26,4814,1.16,1.16
RITUXAN,OSTEOPOROSIS,1,159,6,4834,5.07,5.04
RITUXAN,OXYGEN SATURATION DECREASED,1,159,10,4830,3.04,3.02
RITUXAN,PAIN,1,159,61,4779,0.49,0.5
RITUXAN,PAIN IN EXTREMITY,1,159,39,4801,0.77,0.78
RITUXAN,PANNICULITIS,1,159,5,4835,6.08,6.05
RITUXAN,PARAESTHESIA,1,159,15,4825,2.02,2.02
RITUXAN,PEMPHIGUS,1,159,2,4838,15.21,15.13
RITUXAN,PERIPHERAL SWELLING,2,158,26,4814,2.34,2.33
RITUXAN,PNEUMONIA,2,158,46,4794,1.32,1.32
RITUXAN,PRESCRIBED UNDERDOSE,1,159,6,4834,5.07,5.04
RITUXAN,PRODUCT USE IN UNAPPROVED INDICATION,1,159,19,4821,1.6,1.59
RITUXAN,PRODUCT USE ISSUE,1,159,16,4824,1.9,1.89
RITUXAN,PRODUCTIVE COUGH,1,159,21,4819,1.44,1.44
RITUXAN,PRURITUS,1,159,30,4810,1.01,1.01
RITUXAN,PULMONARY FIBROSIS,1,159,6,4834,5.07,5.04
RITUXAN,PUNCTURE SITE DISCOLOURATION,1,159,0,4840,,
RITUXAN,PYREXIA,1,159,34,4806,0.89,0.89
RITUXAN,RASH,1,159,28,4812,1.08,1.08
RITUXAN,RASH PRURITIC,1,159,5,4835,6.08,6.05
RITUXAN,RED BLOOD CELL SEDIMENTATION RATE INCREASED,1,159,8,4832,3.8,3.78
RITUXAN,RESPIRATORY RATE INCREASED,1,159,8,4832,3.8,3.78
RITUXAN,RESPIRATORY TRACT INFECTION,1,159,8,4832,3.8,3.78
RITUXAN,RHEUMATOID FACTOR POSITIVE,1,159,5,4835,6.08,6.05
RITUXAN,RHEUMATOID NODULE,1,159,5,4835,6.08,6.05
RITUXAN,SCAB,1,159,4,4836,7.6,7.56
RITUXAN,SINUSITIS,2,158,22,4818,2.77,2.75
RITUXAN,SKIN EXFOLIATION,1,159,2,4838,15.21,15.13
RITUXAN,SKIN NECROSIS,1,159,4,4836,7.6,7.56
RITUXAN,SKIN ULCER,1,159,10,4830,3.04,3.02
RITUXAN,SLEEP APNOEA SYNDROME,1,159,7,4833,4.34,4.32
RITUXAN,SPINAL FRACTURE,1,159,3,4837,10.14,10.08
RITUXAN,SYNOVITIS,1,159,7,4833,4.34,4.32
RITUXAN,THERAPEUTIC PRODUCT EFFECT DECREASED,1,159,15,4825,2.02,2.02
RITUXAN,THERAPEUTIC PRODUCT EFFECT INCOMPLETE,1,159,10,4830,3.04,3.02
RITUXAN,THERAPEUTIC RESPONSE DECREASED,1,159,13,4827,2.34,2.33
RITUXAN,TREATMENT FAILURE,1,159,13,4827,2.34,2.33
RITUXAN,ULCER,1,159,6,4834,5.07,5.04
RITUXAN,UNDERDOSE,1,159,3,4837,10.14,10.08
RITUXAN,VARICOSE VEIN,1,159,1,4839,30.43,30.25
RITUXAN,VOMITING,1,159,36,4804,0.84,0.84
RITUXAN,VULVOVAGINAL MYCOTIC INFECTION,1,159,0,4840,,
RITUXAN,WEIGHT INCREASED,2,158,46,4794,1.32,1.32
RITUXAN,WHITE BLOOD CELL COUNT DECREASED,1,159,3,4837,10.14,10.08
RITUXIMAB,ASPERGILLUS INFECTION,1,10,4,4985,124.63,113.39
RITUXIMAB,DIARRHOEA,1,10,42,4947,11.78,10.8
RITUXIMAB,DRUG INTERACTION,1,10,12,4977,41.48,37.8
RITUXIMAB,ENTEROCOLITIS,1,10,0,4989,,
RITUXIMAB,HEPATOTOXICITY,1,10,1,4988,498.8,453.55
RITUXIMAB,HYPERTENSIVE CRISIS,1,10,0,4989,,
RITUXIMAB,PARAESTHESIA,1,10,15,4974,33.16,30.24
RITUXIMAB,PNEUMONITIS,1,10,3,4986,166.2,151.18
RITUXIMAB,PNEUMOTHORAX,1,10,4,4985,124.63,113.39
RITUXIMAB,POLYMYALGIA RHEUMATICA,1,10,0,4989,,
RITUXIMAB,TRAUMATIC LUNG INJURY,1,10,2,4987,249.35,226.77
SANDOSTATIN LAR DEPOT,ABDOMINAL DISCOMFORT,1,231,10,4758,2.06,2.06
SANDOSTATIN LAR DEPOT,ABDOMINAL PAIN,3,229,24,4744,2.59,2.57
SANDOSTATIN LAR DEPOT,ABDOMINAL PAIN LOWER,1,231,2,4766,10.32,10.28
SANDOSTATIN LAR DEPOT,ABDOMINAL PAIN UPPER,2,230,14,4754,2.95,2.94
SANDOSTATIN LAR DEPOT,ABNORMAL FAECES,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,ABSCESS LIMB,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,ACNE,1,231,6,4762,3.44,3.43
SANDOSTATIN LAR DEPOT,ACUTE KIDNEY INJURY,1,231,9,4759,2.29,2.28
SANDOSTATIN LAR DEPOT,ADVERSE DRUG REACTION,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,ALOPECIA,1,231,15,4753,1.37,1.37
SANDOSTATIN LAR DEPOT,ANAEMIA,1,231,13,4755,1.58,1.58
SANDOSTATIN LAR DEPOT,ANXIETY,1,231,16,4752,1.29,1.28
SANDOSTATIN LAR DEPOT,ARTHRALGIA,3,229,49,4719,1.26,1.26
SANDOSTATIN LAR DEPOT,ARTHRITIS,2,230,27,4741,1.53,1.52
SANDOSTATIN LAR DEPOT,ARTHROPOD BITE,1,231,4,4764,5.16,5.14
SANDOSTATIN LAR DEPOT,ASTHENIA,4,228,29,4739,2.87,2.83
SANDOSTATIN LAR DEPOT,ATRIAL FIBRILLATION,1,231,3,4765,6.88,6.85
SANDOSTATIN LAR DEPOT,ATRIOVENTRICULAR BLOCK,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,BACK PAIN,2,230,25,4743,1.65,1.64
SANDOSTATIN LAR DEPOT,BLADDER CANCER,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,BLADDER DISORDER,1,231,2,4766,10.32,10.28
SANDOSTATIN LAR DEPOT,BLOOD BILIRUBIN INCREASED,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,BLOOD CALCIUM INCREASED,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,BLOOD GLUCOSE DECREASED,3,229,1,4767,62.45,61.66
SANDOSTATIN LAR DEPOT,BLOOD GLUCOSE INCREASED,1,231,4,4764,5.16,5.14
SANDOSTATIN LAR DEPOT,BLOOD IRON DECREASED,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,BLOOD PRESSURE DECREASED,1,231,12,4756,1.72,1.71
SANDOSTATIN LAR DEPOT,BLOOD PRESSURE INCREASED,6,226,31,4737,4.06,3.98
SANDOSTATIN LAR DEPOT,BLOOD PRESSURE SYSTOLIC INCREASED,4,228,19,4749,4.39,4.33
SANDOSTATIN LAR DEPOT,BODY TEMPERATURE DECREASED,2,230,12,4756,3.45,3.43
SANDOSTATIN LAR DEPOT,BONE DISORDER,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,BONE PAIN,1,231,3,4765,6.88,6.85
SANDOSTATIN LAR DEPOT,BREAST MASS,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,CARDIAC FAILURE,1,231,5,4763,4.12,4.11
SANDOSTATIN LAR DEPOT,CHANGE OF BOWEL HABIT,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,CHEST PAIN,1,231,12,4756,1.72,1.71
SANDOSTATIN LAR DEPOT,CONSTIPATION,2,230,12,4756,3.45,3.43
SANDOSTATIN LAR DEPOT,CONTUSION,2,230,17,4751,2.43,2.42
SANDOSTATIN LAR DEPOT,COUGH,2,230,53,4715,0.77,0.78
SANDOSTATIN LAR DEPOT,COVID-19,4,228,15,4753,5.56,5.48
SANDOSTATIN LAR DEPOT,DECREASED APPETITE,2,230,15,4753,2.76,2.74
SANDOSTATIN LAR DEPOT,DEHYDRATION,1,231,3,4765,6.88,6.85
SANDOSTATIN LAR DEPOT,DEPRESSION,1,231,11,4757,1.87,1.87
SANDOSTATIN LAR DEPOT,DIABETES MELLITUS,1,231,10,4758,2.06,2.06
SANDOSTATIN LAR DEPOT,DIARRHOEA,3,229,40,4728,1.55,1.54
SANDOSTATIN LAR DEPOT,DIZZINESS,2,230,37,4731,1.11,1.11
SANDOSTATIN LAR DEPOT,DRUG HYPERSENSITIVITY,1,231,36,4732,0.57,0.57
SANDOSTATIN LAR DEPOT,DUODENAL ULCER,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,DYSPNOEA,2,230,58,4710,0.71,0.71
SANDOSTATIN LAR DEPOT,DYSURIA,1,231,2,4766,10.32,10.28
SANDOSTATIN LAR DEPOT,EATING DISORDER,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,ERYTHEMA,1,231,18,4750,1.14,1.14
SANDOSTATIN LAR DEPOT,EXOSTOSIS,1,231,5,4763,4.12,4.11
SANDOSTATIN LAR DEPOT,FAECES DISCOLOURED,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,FAECES HARD,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,FALL,1,231,51,4717,0.4,0.4
SANDOSTATIN LAR DEPOT,FATIGUE,4,228,80,4688,1.03,1.03
SANDOSTATIN LAR DEPOT,FEAR OF INJECTION,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,FEELING ABNORMAL,3,229,21,4747,2.96,2.94
SANDOSTATIN LAR DEPOT,FEELING COLD,1,231,3,4765,6.88,6.85
SANDOSTATIN LAR DEPOT,FEELING HOT,1,231,7,4761,2.94,2.94
SANDOSTATIN LAR DEPOT,FLANK PAIN,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,FLUID RETENTION,1,231,7,4761,2.94,2.94
SANDOSTATIN LAR DEPOT,FLUSHING,1,231,2,4766,10.32,10.28
SANDOSTATIN LAR DEPOT,FRUSTRATION TOLERANCE DECREASED,1,231,2,4766,10.32,10.28
SANDOSTATIN LAR DEPOT,FULL BLOOD COUNT DECREASED,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,FUNGAL INFECTION,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,FURUNCLE,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,GAIT DISTURBANCE,3,229,18,4750,3.46,3.43
SANDOSTATIN LAR DEPOT,GALLBLADDER DISORDER,2,230,0,4768,,
SANDOSTATIN LAR DEPOT,GASTROINTESTINAL HAEMORRHAGE,1,231,5,4763,4.12,4.11
SANDOSTATIN LAR DEPOT,GROIN PAIN,1,231,3,4765,6.88,6.85
SANDOSTATIN LAR DEPOT,HAEMOGLOBIN DECREASED,2,230,6,4762,6.9,6.85
SANDOSTATIN LAR DEPOT,HAEMORRHAGE,2,230,11,4757,3.76,3.74
SANDOSTATIN LAR DEPOT,HEADACHE,2,230,49,4719,0.84,0.84
SANDOSTATIN LAR DEPOT,HEART RATE DECREASED,1,231,10,4758,2.06,2.06
SANDOSTATIN LAR DEPOT,HEART RATE INCREASED,1,231,18,4750,1.14,1.14
SANDOSTATIN LAR DEPOT,HELICOBACTER INFECTION,1,231,2,4766,10.32,10.28
SANDOSTATIN LAR DEPOT,HERNIA,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,HYPERGLYCAEMIA,1,231,2,4766,10.32,10.28
SANDOSTATIN LAR DEPOT,HYPERHIDROSIS,2,230,12,4756,3.45,3.43
SANDOSTATIN LAR DEPOT,HYPERLIPIDAEMIA,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,HYPERTENSION,1,231,26,4742,0.79,0.79
SANDOSTATIN LAR DEPOT,HYPOAESTHESIA,1,231,12,4756,1.72,1.71
SANDOSTATIN LAR DEPOT,HYPOTENSION,1,231,25,4743,0.82,0.82
SANDOSTATIN LAR DEPOT,ILLNESS,2,230,35,4733,1.18,1.17
SANDOSTATIN LAR DEPOT,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,1,231,35,4733,0.59,0.59
SANDOSTATIN LAR DEPOT,INCORRECT DOSE ADMINISTERED BY DEVICE,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,INFECTION,1,231,13,4755,1.58,1.58
SANDOSTATIN LAR DEPOT,INFLUENZA,1,231,35,4733,0.59,0.59
SANDOSTATIN LAR DEPOT,INJECTION SITE BRUISING,2,230,5,4763,8.28,8.22
SANDOSTATIN LAR DEPOT,INJECTION SITE DISCOMFORT,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,INJECTION SITE HAEMORRHAGE,2,230,5,4763,8.28,8.22
SANDOSTATIN LAR DEPOT,INJECTION SITE MASS,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,INJECTION SITE PAIN,4,228,11,4757,7.59,7.47
SANDOSTATIN LAR DEPOT,INJECTION SITE URTICARIA,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,INTESTINAL HAEMORRHAGE,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,JAUNDICE,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,JOINT SWELLING,1,231,24,4744,0.86,0.86
SANDOSTATIN LAR DEPOT,LACRIMATION INCREASED,1,231,5,4763,4.12,4.11
SANDOSTATIN LAR DEPOT,LETHARGY,1,231,4,4764,5.16,5.14
SANDOSTATIN LAR DEPOT,LIMB DISCOMFORT,2,230,2,4766,20.72,20.55
SANDOSTATIN LAR DEPOT,LIMB MASS,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,LOWER RESPIRATORY TRACT INFECTION,1,231,13,4755,1.58,1.58
SANDOSTATIN LAR DEPOT,LUNG NEOPLASM MALIGNANT,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,LYMPHADENOPATHY,1,231,2,4766,10.32,10.28
SANDOSTATIN LAR DEPOT,LYMPHATIC DISORDER,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,MALAISE,4,228,48,4720,1.73,1.71
SANDOSTATIN LAR DEPOT,MASS,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,MOUTH BREATHING,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,MUSCULAR WEAKNESS,1,231,11,4757,1.87,1.87
SANDOSTATIN LAR DEPOT,MUSCULOSKELETAL DISCOMFORT,1,231,4,4764,5.16,5.14
SANDOSTATIN LAR DEPOT,MUSCULOSKELETAL STIFFNESS,1,231,12,4756,1.72,1.71
SANDOSTATIN LAR DEPOT,NASAL CONGESTION,1,231,21,4747,0.98,0.98
SANDOSTATIN LAR DEPOT,NASAL POLYPS,1,231,4,4764,5.16,5.14
SANDOSTATIN LAR DEPOT,NAUSEA,4,228,46,4722,1.8,1.79
SANDOSTATIN LAR DEPOT,NEEDLE ISSUE,3,229,1,4767,62.45,61.66
SANDOSTATIN LAR DEPOT,NEOPLASM,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,NEPHROLITHIASIS,1,231,4,4764,5.16,5.14
SANDOSTATIN LAR DEPOT,OROPHARYNGEAL PAIN,1,231,26,4742,0.79,0.79
SANDOSTATIN LAR DEPOT,OSTEOARTHRITIS,1,231,14,4754,1.47,1.47
SANDOSTATIN LAR DEPOT,PAIN,4,228,58,4710,1.42,1.42
SANDOSTATIN LAR DEPOT,PAIN IN EXTREMITY,1,231,39,4729,0.52,0.53
SANDOSTATIN LAR DEPOT,PERIPHERAL COLDNESS,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,PERIPHERAL SWELLING,1,231,27,4741,0.76,0.76
SANDOSTATIN LAR DEPOT,PHARYNGITIS,1,231,3,4765,6.88,6.85
SANDOSTATIN LAR DEPOT,PNEUMONIA,1,231,47,4721,0.43,0.44
SANDOSTATIN LAR DEPOT,PNEUMOTHORAX,1,231,4,4764,5.16,5.14
SANDOSTATIN LAR DEPOT,POLYP,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,POST PROCEDURAL INFECTION,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,POSTOPERATIVE WOUND INFECTION,1,231,3,4765,6.88,6.85
SANDOSTATIN LAR DEPOT,PROCTALGIA,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,PRODUCT DISPENSING ERROR,1,231,4,4764,5.16,5.14
SANDOSTATIN LAR DEPOT,PRODUCT STORAGE ERROR,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,PRODUCT USE ISSUE,1,231,16,4752,1.29,1.28
SANDOSTATIN LAR DEPOT,PRURITUS,1,231,30,4738,0.68,0.69
SANDOSTATIN LAR DEPOT,PYELONEPHRITIS,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,PYREXIA,3,229,32,4736,1.94,1.93
SANDOSTATIN LAR DEPOT,RASH PAPULAR,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,RECTAL POLYP,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,RENAL PAIN,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,RETINAL DETACHMENT,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,RHINORRHOEA,1,231,13,4755,1.58,1.58
SANDOSTATIN LAR DEPOT,RIB FRACTURE,1,231,5,4763,4.12,4.11
SANDOSTATIN LAR DEPOT,SCIATICA,1,231,3,4765,6.88,6.85
SANDOSTATIN LAR DEPOT,SEASONAL ALLERGY,1,231,4,4764,5.16,5.14
SANDOSTATIN LAR DEPOT,SENSITISATION,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,SEPSIS,1,231,7,4761,2.94,2.94
SANDOSTATIN LAR DEPOT,SINUSITIS,1,231,23,4745,0.89,0.89
SANDOSTATIN LAR DEPOT,SKIN BURNING SENSATION,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,STRESS,1,231,17,4751,1.21,1.21
SANDOSTATIN LAR DEPOT,SUBCUTANEOUS ABSCESS,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,THYROID DISORDER,1,231,3,4765,6.88,6.85
SANDOSTATIN LAR DEPOT,TRAUMATIC LUNG INJURY,1,231,2,4766,10.32,10.28
SANDOSTATIN LAR DEPOT,UNDERDOSE,1,231,3,4765,6.88,6.85
SANDOSTATIN LAR DEPOT,URINARY INCONTINENCE,1,231,3,4765,6.88,6.85
SANDOSTATIN LAR DEPOT,URINARY TRACT INFECTION,1,231,15,4753,1.37,1.37
SANDOSTATIN LAR DEPOT,URINE ABNORMALITY,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,URINE ODOUR ABNORMAL,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,VITAMIN D DEFICIENCY,1,231,1,4767,20.64,20.55
SANDOSTATIN LAR DEPOT,VOMITING,2,230,35,4733,1.18,1.17
SANDOSTATIN LAR DEPOT,WEIGHT BEARING DIFFICULTY,1,231,0,4768,,
SANDOSTATIN LAR DEPOT,WEIGHT DECREASED,2,230,60,4708,0.68,0.69
SANDOSTATIN LAR DEPOT,WEIGHT INCREASED,1,231,47,4721,0.43,0.44
SANDOSTATIN LAR DEPOT,WHITE BLOOD CELL COUNT INCREASED,1,231,7,4761,2.94,2.94
SANDOSTATIN LAR DEPOT,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,1,231,19,4749,1.08,1.08
SOMATROPIN,DIARRHOEA,1,10,42,4947,11.78,10.8
SOMATROPIN,ELECTROLYTE IMBALANCE,1,10,0,4989,,
SOMATROPIN,GASTROINTESTINAL INFECTION,1,10,1,4988,498.8,453.55
SOMATROPIN,HYPOGLYCAEMIA,1,10,1,4988,498.8,453.55
SOMATROPIN,HYPONATRAEMIC SEIZURE,1,10,0,4989,,
SOMATROPIN,HYPOPHAGIA,1,10,4,4985,124.63,113.39
SOMATROPIN,OESOPHAGEAL DISORDER,1,10,0,4989,,
SOMATROPIN,PYREXIA,1,10,34,4955,14.57,13.34
SOMATROPIN,SEIZURE,1,10,6,4983,83.05,75.59
SOMATROPIN,TONSILLAR DISORDER,1,10,0,4989,,
SOMATROPIN,VOMITING,1,10,36,4953,13.76,12.6
SOMAVERT,ARTERIAL OCCLUSIVE DISEASE,1,28,0,4971,,
SOMAVERT,ASTHENIA,1,28,32,4939,5.51,5.36
SOMAVERT,ATRIAL FIBRILLATION,1,28,3,4968,59.14,57.14
SOMAVERT,BLOOD PROLACTIN DECREASED,1,28,0,4971,,
SOMAVERT,BURNING SENSATION,1,28,2,4969,88.73,85.71
SOMAVERT,CARDIAC DISORDER,1,28,3,4968,59.14,57.14
SOMAVERT,CARDIAC FLUTTER,1,28,0,4971,,
SOMAVERT,CONDITION AGGRAVATED,1,28,35,4936,5.04,4.9
SOMAVERT,COVID-19,1,28,18,4953,9.83,9.52
SOMAVERT,DECREASED APPETITE,1,28,16,4955,11.06,10.71
SOMAVERT,DIARRHOEA,1,28,42,4929,4.19,4.08
SOMAVERT,DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,1,28,1,4970,177.5,171.41
SOMAVERT,FATIGUE,1,28,83,4888,2.1,2.07
SOMAVERT,HEPATIC ENZYME INCREASED,1,28,11,4960,16.1,15.58
SOMAVERT,HYPERTENSION,2,27,25,4946,14.65,13.71
SOMAVERT,INCORRECT DOSE ADMINISTERED,2,27,14,4957,26.23,24.49
SOMAVERT,INTESTINAL HAEMORRHAGE,1,28,1,4970,177.5,171.41
SOMAVERT,MUSCLE ATROPHY,1,28,1,4970,177.5,171.41
SOMAVERT,MYALGIA,1,28,17,4954,10.41,10.08
SOMAVERT,NASOPHARYNGITIS,1,28,59,4912,2.97,2.91
SOMAVERT,NEEDLE ISSUE,1,28,3,4968,59.14,57.14
SOMAVERT,PARAESTHESIA,1,28,15,4956,11.8,11.43
SOMAVERT,PRESYNCOPE,1,28,6,4965,29.55,28.57
SOMAVERT,TACHYCARDIA,1,28,9,4962,19.69,19.05
SPRYCEL,ANGIOEDEMA,1,8,3,4988,207.83,184.85
SPRYCEL,ARTERIAL DISORDER,1,8,0,4991,,
SPRYCEL,FATIGUE,1,8,83,4908,7.39,6.68
SPRYCEL,GENERAL PHYSICAL HEALTH DETERIORATION,1,8,7,4984,89.0,79.22
SPRYCEL,NECK PAIN,1,8,6,4985,103.85,92.43
SPRYCEL,PLEURAL EFFUSION,1,8,3,4988,207.83,184.85
SPRYCEL,PULMONARY HYPERTENSION,1,8,3,4988,207.83,184.85
SPRYCEL,PYREXIA,1,8,34,4957,18.22,16.31
SPRYCEL,SNEEZING,1,8,2,4989,311.81,277.28
STELARA,PNEUMONIA,1,2,47,4950,52.66,35.44
STELARA,SEPSIS,1,2,7,4990,356.43,237.95
STELARA,STAPHYLOCOCCAL INFECTION,1,2,3,4994,832.33,555.22
STIVARGA,COLON CANCER,2,2,1,4995,4995.0,2498.0
STIVARGA,HYPERAMMONAEMIC ENCEPHALOPATHY,2,2,0,4996,,
SULFAMETHOXAZOLE\TRIMETHOPRIM,DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS,1,1,0,4998,,
SULFAMETHOXAZOLE\TRIMETHOPRIM,HYPERSENSITIVITY,1,1,25,4973,198.92,99.96
